"Interaction","Quantified_at_the","Sampled_at_the","Main_Source","Population","Sample_size","Method","Source","Origin","Category","Prey","Strength","Index","Species","Genus","Family","Order","Class"
5815,"population-level","population-level",56,811,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.0057,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5816,"population-level","population-level",56,811,269,"gut contents","aquatic","animal","fish","Plagioscion squamosissimus",6e-04,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5817,"population-level","population-level",56,811,269,"gut contents","aquatic","animal","fish","Psellogramus kennedyi",0.007,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5818,"population-level","population-level",56,811,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.1538,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5819,"population-level","population-level",56,811,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.8329,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5820,"population-level","population-level",56,812,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.254,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5821,"population-level","population-level",56,812,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.1337,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5822,"population-level","population-level",56,812,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.6123,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5823,"population-level","population-level",56,813,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.0179,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5824,"population-level","population-level",56,813,269,"gut contents","aquatic","animal","fish","Astyanax lacustris",0.0093,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5825,"population-level","population-level",56,813,269,"gut contents","aquatic","animal","fish","Hemigrammus gracilis",0.004,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5826,"population-level","population-level",56,813,269,"gut contents","aquatic","animal","fish","Moenkhausia costae",0.0248,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5827,"population-level","population-level",56,813,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.0187,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5828,"population-level","population-level",56,813,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.9253,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5829,"population-level","population-level",56,814,142,"gut contents","aquatic","animal","fish","Actinopterygii",0.0119,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5830,"population-level","population-level",56,814,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.9881,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5831,"population-level","population-level",56,815,142,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.0058,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5832,"population-level","population-level",56,815,142,"gut contents","aquatic","animal","fish","Astyanax lacustris",0.0311,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5833,"population-level","population-level",56,815,142,"gut contents","aquatic","animal","fish","Bryconops affinnis",0.036,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5834,"population-level","population-level",56,815,142,"gut contents","aquatic","animal","fish","Actinopterygii",0.0448,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5835,"population-level","population-level",56,815,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.8814,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5836,"population-level","population-level",56,815,142,"gut contents","aquatic","animal","fish","Hexapoda",9e-04,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5837,"population-level","population-level",56,815,142,"gut contents","unknown","vegetal","plant","vegetal tissue",9e-04,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5838,"population-level","population-level",56,816,142,"gut contents","aquatic","animal","fish","Acestrorhynchus lacustris",0.0244,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5839,"population-level","population-level",56,816,142,"gut contents","aquatic","animal","fish","Tetragonopterus chalceus",0.0217,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5840,"population-level","population-level",56,816,142,"gut contents","aquatic","animal","fish","Serrassalminae",0.0066,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5841,"population-level","population-level",56,816,142,"gut contents","aquatic","animal","fish","Actinopterygii",0.1294,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5842,"population-level","population-level",56,816,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.8076,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5843,"population-level","population-level",56,816,142,"gut contents","aquatic","animal","fish","Macrobrachium sp.",0.0103,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5844,"population-level","population-level",56,817,142,"gut contents","aquatic","animal","fish","Eigenmannia virescens",0.051,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5845,"population-level","population-level",56,817,142,"gut contents","aquatic","animal","fish","Moenkhausia costae",0.0299,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5846,"population-level","population-level",56,817,142,"gut contents","aquatic","animal","fish","Triportheus guentheri",0.0363,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5847,"population-level","population-level",56,817,142,"gut contents","aquatic","animal","fish","Gymnotiformes",0.0551,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5848,"population-level","population-level",56,817,142,"gut contents","aquatic","animal","fish","Actinopterygii",0.0417,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5849,"population-level","population-level",56,817,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.6442,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5850,"population-level","population-level",56,817,142,"gut contents","aquatic","animal","fish","Macrobrachium sp.",0.1418,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5851,"population-level","population-level",56,818,142,"gut contents","aquatic","animal","fish","Actinopterygii",0.2756,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5852,"population-level","population-level",56,818,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.7244,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5853,"population-level","population-level",56,819,142,"gut contents","aquatic","animal","fish","Astyanax lacustris",0.0273,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5854,"population-level","population-level",56,819,142,"gut contents","aquatic","animal","fish","Leporinus sp.",0.0032,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5855,"population-level","population-level",56,819,142,"gut contents","aquatic","animal","fish","Pygocentrus piraya",0.0069,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5856,"population-level","population-level",56,819,142,"gut contents","aquatic","animal","fish","Tetragonopterus chalceus",0.0116,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5857,"population-level","population-level",56,819,142,"gut contents","aquatic","animal","fish","Triportheus guentheri",0.0212,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5858,"population-level","population-level",56,819,142,"gut contents","aquatic","animal","fish","Actinopterygii NI",0.2302,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5859,"population-level","population-level",56,819,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.6996,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5860,"population-level","population-level",56,820,142,"gut contents","aquatic","animal","fish","Astyanax fasciatus",0.1333,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5861,"population-level","population-level",56,820,142,"gut contents","aquatic","animal","fish","Actinopterygii NI",0.0555,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5862,"population-level","population-level",56,820,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.8112,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5863,"population-level","population-level",56,821,142,"gut contents","aquatic","animal","fish","Acestrorhynchus lacustris",0.0065,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5864,"population-level","population-level",56,821,142,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.0016,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5865,"population-level","population-level",56,821,142,"gut contents","aquatic","animal","fish","Curimatella lepidura",0.0207,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5866,"population-level","population-level",56,821,142,"gut contents","aquatic","animal","fish","Tetragonopterus chalceus",0.0164,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5867,"population-level","population-level",56,821,142,"gut contents","aquatic","animal","fish","Actinopterygii NI",0.036,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5868,"population-level","population-level",56,821,142,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.9187,"%IAi","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5869,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","clupeiformes","Anchoviella vaillanti",18.258,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5870,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Characiformes",79.941,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5871,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Astyanax lacustris",0.043,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5872,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Astyanax fasciatus",0.207,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5873,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Hemigrammus gracilis",0.03,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5874,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Moenkhausia costae",1.212,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5875,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Psellogrammus kennedyi",0.067,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5876,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Triportheus guentheri",0.047,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5877,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Serrasalmus brandtii",0.028,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5878,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Orthospinus franscicoensis",0.027,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5879,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","characiformes","Tetragonopterus chalceus",0.083,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5880,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","perciformes","Plagioscion squamosissimus",0.023,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5881,"population-level","population-level",57,822,322,"gut contents","aquatic","animal","perciformes","Cichla sp.",0.034,"IRI","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
